id,title,description,category,priority,status,source_section,verification_method,acceptance_criteria,dependencies,metadata
REQ_H104_371,have a minimum diagonal size of 24 inches to ensure sufficient screen space for detailed process gra...,have a minimum diagonal size of 24 inches to ensure sufficient screen space for detailed process graphics and user interaction.,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_372,"support a resolution suitable for clear viewing of process graphics, text, and trends.  A minimum re...","support a resolution suitable for clear viewing of process graphics, text, and trends.  A minimum resolution of 1920×1080 (Full HD) is recommended for a 24-inch display.",General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_373,implement a control selection mechanism based on a 3-state principle: Local - Free - Remote.,implement a control selection mechanism based on a 3-state principle: Local - Free - Remote.,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_374,"always be permitted in any state, allowing either side to retrieve information about the system's st...","always be permitted in any state, allowing either side to retrieve information about the system's status and confirming whether a request was successful.  Writing (changing) is only allowed when the request is accepted.",General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_375,"remain active, ensuring that, for example, regulation loops continue to function in either state.","remain active, ensuring that, for example, regulation loops continue to function in either state.",Functional,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_376,"automatically transition to the ""Free"" state if a configurable timeout period (maximum of 5 minutes)...","automatically transition to the ""Free"" state if a configurable timeout period (maximum of 5 minutes) of non-activity expires.  ""Releasing"" means transitioning from a specific control state to the ""Free"" state.  Non-activity refers to the absence of local or remote actions.",Performance,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_377,be designed as a non-critical component of the control system.  No real-time or safety-critical cont...,"be designed as a non-critical component of the control system.  No real-time or safety-critical control functions shall reside in the Operator Station; it is purely for monitoring, visualization, and local interaction.",Performance,High,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_378,"store operational data (e.g., trends, alarms) only for a limited amount of time, sufficient for shor...","store operational data (e.g., trends, alarms) only for a limited amount of time, sufficient for short-term analysis and troubleshooting.  The data stored locally shall not be formally backed up; once data ages out of the configured retention period, it may be overwritten or discarded.",Performance,Low,Draft,H104 - Migration to Newer Hardware,Analysis,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_379,"provide capabilities for plotting curves and trends, enabling real-time and short-term historical vi...","provide capabilities for plotting curves and trends, enabling real-time and short-term historical visualization of key process variables.",Performance,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_380,"include graphical process views, providing an intuitive interface for monitoring equipment states an...","include graphical process views, providing an intuitive interface for monitoring equipment states and process flows.",Interface,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_381,show and log alarms and events for immediate operator awareness without functionality to acknowledge...,show and log alarms and events for immediate operator awareness without functionality to acknowledge alarm occurrences,Functional,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_382,be agreed with SCK CEN.,be agreed with SCK CEN.,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_383,be integrated in different graphical views.,be integrated in different graphical views.,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_384,support a default data acquisition period of maximum two seconds.  For critical turbine data an acqu...,support a default data acquisition period of maximum two seconds.  For critical turbine data an acquisition rate of 100 ms is required.,General,High,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_385,allow at least two permission levels with distinct functions available.,allow at least two permission levels with distinct functions available.,Functional,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_386,allow to automatically call or e-mail “on call” staff through MIT (see Error! Reference source not f...,allow to automatically call or e-mail “on call” staff through MIT (see Error! Reference source not found.).,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_387,be in accordance with the Process & Instrumentation Diagrams to easily understand and operate the sy...,be in accordance with the Process & Instrumentation Diagrams to easily understand and operate the system.,General,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_388,be installed on two workstations with large screens (at least height 24 inches monitors) to visualiz...,be installed on two workstations with large screens (at least height 24 inches monitors) to visualize the useful information during QPLANT operation (see  Error! Reference source not found.).,Functional,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H104_389,"remain active, ensuring that, for example, regulation loops continue to function in either state.","remain active, ensuring that, for example, regulation loops continue to function in either state.",Functional,Low,Draft,H104 - Migration to Newer Hardware,Inspection,To be defined,[],"{'extracted_from': 'H104', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_390,supply a detailed list of the network ports and protocols necessary for the correct functionality of...,supply a detailed list of the network ports and protocols necessary for the correct functionality of their system and application.),Functional,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_391,be responsible for configuring the necessary network elements based on the inventory of network port...,"be responsible for configuring the necessary network elements based on the inventory of network ports, protocols, internal and external applications.",General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_392,use IP address ranges for the QPLANT:CIS as provided by the customer.  This includes equipment in Le...,"use IP address ranges for the QPLANT:CIS as provided by the customer.  This includes equipment in Level 0 of the Perdue model.  These ranges will be pre-assigned by MIT to ensure consistency with the overall network architecture and addressing schemes.  The Contractor is responsible for implementing the provided IP ranges without deviation, and any additional IP requirements shall be communicated to and approved by MIT prior to implementation.  Additionally, the Contractor shall document the use of the assigned IP ranges for each device and submit this documentation to MIT upon completing the configuration.  DD5) MIT reserves the right to audit the Contractor's implementation to ensure adherence to the assigned IP ranges and network configuration standards.",General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_393,"support an upgrade procedure which can be automated as script(s), without the need for an Internet c...","support an upgrade procedure which can be automated as script(s), without the need for an Internet connection.  A list of required tools must be provided.",General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_394,be defined DD5 ():,be defined DD5 ():,General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_395,support monitoring by at least one of the protocols mentioned in the MIT interface catalogue chapter...,"support monitoring by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Monitoring"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_396,support authorization by at least one of the protocols mentioned in the MIT interface catalogue chap...,"support authorization by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authorization and security"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_397,support authorization by at least one of the protocols mentioned in the MIT interface catalogue chap...,"support authorization by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authorization and security"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_398,support authentication by at least one of the protocols mentioned in the MIT interface catalogue cha...,"support authentication by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authentication"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_399,support authentication by at least one of the protocols mentioned in the MIT interface catalogue cha...,"support authentication by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authentication"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_400,support network addressing service by at least one of the protocols mentioned in the MIT interface c...,"support network addressing service by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Network addressing service"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_401,support network naming service by at least one of the protocols mentioned in the MIT interface catal...,"support network naming service by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Network naming service"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_402,"implement a mechanism for automatic IP address assignment based on MAC addresses whenever possible, ...","implement a mechanism for automatic IP address assignment based on MAC addresses whenever possible, utilizing DHCP services to ensure efficient and consistent configuration.  In scenarios where DHCP is not feasible, the Contractor shall configure static IP addresses in accordance with MIT's assigned IP ranges.  All configurations shall align with MIT's network architecture standards to ensure seamless integration and avoid IP conflicts.",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_403,"provide a comprehensive list of all devices, including their respective MAC addresses, prior to conf...","provide a comprehensive list of all devices, including their respective MAC addresses, prior to configuring the network.  This list is crucial for tracking and managing devices, especially when configuring static IP addresses or ensuring proper DHCP assignment.",General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_404,provide a detailed procedure for enabling and configuring DHCP on the device.  The procedure shall i...,"provide a detailed procedure for enabling and configuring DHCP on the device.  The procedure shall include all necessary steps for ensuring proper DHCP functionality, such as network settings, IP lease time configuration, and alignment with MIT’s DHCP service and network standards.",Performance,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_405,"use a redundant ring topology, with a dedicated redundancy manager and client switches.  The network...","use a redundant ring topology, with a dedicated redundancy manager and client switches.  The network shall automatically reconfigure within 300 ms in case of interruptions.  Redundant connections to the backbone shall be established using a master/slave configuration, ensuring failover times under 300 ms.  All links within the aggregation network, including connections to the backbone and cell networks, shall support 1 Gbit/s bandwidth.  The network design shall incorporate fault recovery mechanisms to reroute traffic in the event of failures, ensuring uninterrupted data flow.",Performance,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_406,establish redundant connections to the backbone network using standby redundancy.  Each connection s...,"establish redundant connections to the backbone network using standby redundancy.  Each connection shall include a master and backup device, with failover mechanisms ensuring that if one de²vice or connection fails, the other takes over seamlessly.  The failover time shall be deterministic, with a maximum duration of 300 ms to minimize downtime.",Performance,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_407,"comply with the SCK CEN cybersecurity policy, ensuring alignment with the IAEA NSS17 (Nuclear Securi...","comply with the SCK CEN cybersecurity policy, ensuring alignment with the IAEA NSS17 (Nuclear Security Series), ISO 27001 (Information Security Management), and IEC 62443 (Industrial Communication Networks – Network and System Security) standards.  This includes implementing required security controls, risk management processes, and incident response protocols as outlined by these frameworks.",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_408,work with the client to verify that the system integrates seamlessly with the client’s existing secu...,"work with the client to verify that the system integrates seamlessly with the client’s existing security infrastructure, including firewalls, VPNs, and any other relevant security tools.",Security,Low,Draft,H105 - Network,Testing,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_409,"identify all products and digital elements used in the production plant, including Commercial Off-Th...","identify all products and digital elements used in the production plant, including Commercial Off-The-Shelf (COTS) materials and custom-built systems, that fall under the scope of the Cyber Resilience Act.  These products must be evaluated for compliance with the CRA's cybersecurity requirements.",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_410,utilize the standard solution provided by the customer.  Access will be granted with restricted perm...,"utilize the standard solution provided by the customer.  Access will be granted with restricted permissions to ensure that only necessary functions are available, safeguarding the integrity and security of the plant's systems.  The Contractor is responsible for adhering to the defined access protocols and ensuring compliance with the customer's security policies.",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_411,be provided.,be provided.,General,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_412,be provided for review and approval before deployment.,be provided for review and approval before deployment.,General,Low,Draft,H105 - Network,Review,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_413,be evaluated for compliance with the CRA's cybersecurity requirements.,be evaluated for compliance with the CRA's cybersecurity requirements.,Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_414,support monitoring by at least one of the protocols mentioned in the MIT interface catalogue chapter...,"support monitoring by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Monitoring"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_415,support authorization by at least one of the protocols mentioned in the MIT interface catalogue chap...,"support authorization by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authorization and security"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_416,support authorization by at least one of the protocols mentioned in the MIT interface catalogue chap...,"support authorization by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authorization and security"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_417,support authentication by at least one of the protocols mentioned in the MIT interface catalogue cha...,"support authentication by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authentication"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_418,support authentication by at least one of the protocols mentioned in the MIT interface catalogue cha...,"support authentication by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Authentication"".  Ref. SCK\55564083",Security,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_419,support network addressing service by at least one of the protocols mentioned in the MIT interface c...,"support network addressing service by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Network addressing service"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H105_420,support network naming service by at least one of the protocols mentioned in the MIT interface catal...,"support network naming service by at least one of the protocols mentioned in the MIT interface catalogue chapter ""Network naming service"".  Ref. SCK\55564083",Interface,Low,Draft,H105 - Network,Inspection,To be defined,[],"{'extracted_from': 'H105', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_421,"comply with the applicable international electrical standards, including but not limited to IEC 6150...","comply with the applicable international electrical standards, including but not limited to IEC 61508 and IEC 61511 for lifecycle functional safety aspects, and [AD 6].",Functional,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_422,explicitly consider and be validated against the environmental conditions to which they will be expo...,"explicitly consider and be validated against the environmental conditions to which they will be exposed, including moisture, oil, cable trenches, heat and freezing temperatures, and electromagnetic interference (EMI) effects.",General,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_423,provide at least 25% of its internal volume as free space to accommodate future installation of equi...,"provide at least 25% of its internal volume as free space to accommodate future installation of equipment, cabling, or modifications without necessitating structural change.",General,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_424,install harmonic filtering devices on all major variable frequency drives (VFDs) used in the system ...,"install harmonic filtering devices on all major variable frequency drives (VFDs) used in the system (e.g., LP and HP compressors), in accordance with [AD 6] and the requirements of IEC 61800-3 for industrial electromagnetic environments.",General,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_425,"ensure that emission and immunity limits are met through appropriate use of input line filters, outp...","ensure that emission and immunity limits are met through appropriate use of input line filters, output dv/dt filters (where applicable), and proper shielding, grounding, and cable routing practices.",General,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H106_426,ensure that all VFD-driven motors operate within the allowable continuous frequency range defined by...,"ensure that all VFD-driven motors operate within the allowable continuous frequency range defined by IEC 60034 (Rotating Electrical Machines).  Nominal VFD operation shall not exceed 60 Hz, unless the Contractor provides substantiated evidence demonstrating that:",Functional,Low,Draft,H106 - Electrical Requirements,Inspection,To be defined,[],"{'extracted_from': 'H106', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_427,assume the following utilities are available after a short interruption (few minutes):,assume the following utilities are available after a short interruption (few minutes):,General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_428,be co-developed between the Contractor and SCK CEN during the Concept Design Phase and fully defined...,be co-developed between the Contractor and SCK CEN during the Concept Design Phase and fully defined and documented by the Contractor.,General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_429,define the voltage level and switchboard configuration to which the diesel generator supplies power.,define the voltage level and switchboard configuration to which the diesel generator supplies power.,General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_430,"specify the feeder cable rating, breaker and fuse characteristics, and the applicable earthing schem...","specify the feeder cable rating, breaker and fuse characteristics, and the applicable earthing scheme in accordance with IEC and local electrical standards.",General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_431,"confirm whether the emergency bus shall be radially fed, or whether it shall require an Automatic Tr...","confirm whether the emergency bus shall be radially fed, or whether it shall require an Automatic Transfer Switch with appropriate synchronization capability to re-establish supply post-LOOP.",General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_432,"define the operating pressure, temperature, and flow rate of the cooling water available under gener...","define the operating pressure, temperature, and flow rate of the cooling water available under generator-backed emergency operation.",Functional,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_433,"propose the tie-in point, including line size, and shall confirm whether non-return valves or back-p...","propose the tie-in point, including line size, and shall confirm whether non-return valves or back-pressure controls are required to ensure stable flow during switchover.",General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_434,"provide an enveloping preliminary design for the configuration, internal routing, and management of ...","provide an enveloping preliminary design for the configuration, internal routing, and management of abnormal utility supplies (electrical and cooling-water) during a Loss of Offsite Power (LOOP) event.  This shall include:",General,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H107_435,be routed through building penetrations and cable trays managed under the Interface Control Document...,be routed through building penetrations and cable trays managed under the Interface Control Document (ICD).,Interface,Low,Draft,H107 - Interfaces,Inspection,To be defined,[],"{'extracted_from': 'H107', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_436,"size and install Line QRB-A for ≥ 50 g s⁻¹ at 3 bar(a) ≤ 4.5 K, including insulation, supports, and ...","size and install Line QRB-A for ≥ 50 g s⁻¹ at 3 bar(a) ≤ 4.5 K, including insulation, supports, and P&ID tagging.",General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_437,design Line QINFRA-S to safely convey up to 200 g s⁻¹ of warm helium to the VLP header under emergen...,"design Line QINFRA-S to safely convey up to 200 g s⁻¹ of warm helium to the VLP header under emergency vent conditions, meeting PED over-pressure rules.",General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_438,"route WCS-HP/LP/VLP headers through designated wall sleeves, providing expansion compensation and re...","route WCS-HP/LP/VLP headers through designated wall sleeves, providing expansion compensation and removable spools for maintenance access.",General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_439,finalize clear enveloping terminal point design and flow conditions (as per ICD) by no later than th...,"finalize clear enveloping terminal point design and flow conditions (as per ICD) by no later than the end of L1 – Conceptual design (details contained in ICD, and . Current sizing/flowrate indicative of scale (~80 g/s for QDIST-D:E is based on dT=20 K of QDIST and QCELL Sizing values in this matrix are enveloping and indicative;  -",General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_440,clearly state the highest pressure of delivery. A pressure drop of 1 bar over the total system (~300...,clearly state the highest pressure of delivery. A pressure drop of 1 bar over the total system (~300 m including the TS-payload).  The heat load for users USERS are defined as:,General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H108_441,"confirm exact mass-flow, pressure, and diameter in the offer and detail them in the Conceptual Desig...","confirm exact mass-flow, pressure, and diameter in the offer and detail them in the Conceptual Design. See RTM-037",General,Low,Draft,H108 - interface and process fluid conditions,Inspection,To be defined,[],"{'extracted_from': 'H108', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H109_442,interface to the QLM at the cold end of the QRB.  The QPLANT shall contain the final vacuum barrier ...,interface to the QLM at the cold end of the QRB.  The QPLANT shall contain the final vacuum barrier and the isolation cryogenic valves.,Interface,Low,Draft,H109 - Main cryogenic line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H109', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H109_443,be defined by SCK CEN din due time.,be defined by SCK CEN din due time.,Performance,Low,Draft,H109 - Main cryogenic line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H109', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H109_444,be done by SCK CEN.,be done by SCK CEN.,General,Low,Draft,H109 - Main cryogenic line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H109', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H109_445,provide the necessary welded caps on pipes on the QRB side.,provide the necessary welded caps on pipes on the QRB side.,General,Low,Draft,H109 - Main cryogenic line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H109', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H109_446,furnish the following deliverables and form part of the Interface Control Document (ICD) and will fo...,furnish the following deliverables and form part of the Interface Control Document (ICD) and will form technical baseline for offer and Conceptual Design Start (L1 in Project Lifecycle).,Interface,Low,Draft,H109 - Main cryogenic line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H109', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H110_447,requirement shall be defined during the design phase with SCK CEN.,requirement shall be defined during the design phase with SCK CEN.,General,Low,Draft,H110 - Warm line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H110', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H110_448,be defined during the design phase with SCK CEN.,be defined during the design phase with SCK CEN.,General,Low,Draft,H110 - Warm line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H110', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H110_449,be collected.  The diameter of the pipe is DN 150.,be collected.  The diameter of the pipe is DN 150.,General,Low,Draft,H110 - Warm line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H110', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H110_450,be connected directly to the LP pressure of warm compressors at 1.05 bar.  The selected diameter of ...,be connected directly to the LP pressure of warm compressors at 1.05 bar.  The selected diameter of this line is DN 25.,General,Low,Draft,H110 - Warm line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H110', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
REQ_H110_451,be at least DN 150.,be at least DN 150.,General,Low,Draft,H110 - Warm line interfaces,Inspection,To be defined,[],"{'extracted_from': 'H110', 'extraction_method': 'pattern_matching', 'confidence': 0.8}"
